QKEY,INTERVIEW_START_W142,INTERVIEW_END_W142,DEVICE_TYPE_W142,LANG_W142,FORM_W142,XMARITAL_W142,USBEST_COLLEGE_DK_W142,USBEST_ENTERTAINMENT_DK_W142,USBEST_SLIVING_DK_W142,USBEST_MILITARY_DK_W142,USBEST_MEDACHIEVE_DK_W142,USBEST_POLSYSTEM_DK_W142,USBEST_SCIACHIEVE_DK_W142,USBEST_STEMEDUK12_DK_W142,SNSRATE_W142,TECHPOW_W142,TC5_W142,TC6b_W142,SM7_W142,EMPLSIT_W142,FACTWELL_a_W142,FACTWELL_b_W142,FACTWELL_c_W142,FACTWELL_d_W142,FACTWELL_e_W142,FACTWELL_f_W142,FACTWELL_g_W142,FACTWELL_h_W142,FACTWELL_i_W142,FACTWELL_j_W142,FACTWELL_k_W142,TALKMH_a_W142,TALKMH_b_W142,TALKMH_c_W142,TALKMH_d_W142,TALKMH_e_W142,TALKMH_f_W142,TALKMH_g_W142,FACTWGT_a_W142,FACTWGT_b_W142,FACTWGT_c_W142,FACTWGT_d_W142,FACTWGT_e_W142,WILLPWR_W142,OZHEARD_W142,OZUSE_a_W142,OZUSE_b_W142,REDUCOBES_W142,COVIDTHREAT_a_W142,COVIDTHREAT_b_W142,COVIDTHREAT_c_W142,COVIDTHREAT_d_W142,COVID_INFECT_a_W142,COVID_INFECT_b_W142,HRDLONGCOV_W142,LONGCOVID_W142,NEWCOVVAX_W142,USEAI_W142,GENAICRED_W142,AICOPYRGHT_a_W142,AICOPYRGHT_b_W142,AICOPYRGHT_c_W142,AICOPYRGHT_d_W142,AICOPYRGHT_e_W142,AICOPYRGHT_f_W142,AICOPYRGHT_g_W142,CRYPT1_W142,CRYPT2_W142,CRYPTNOW_W142,CRYPTSEC_W142,CRYPT4_W142,GPT1_W142,GPTUSE_W142,GPT2_a_W142,GPT2_b_W142,GPT2_c_W142,GPTPOL1_W142,GPTPOL2_W142,SCI_FLU1_W142,SCI_FLU2_W142,SELFWGT_W142,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTENDPER,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W142
202201020174,2024-02-08T11:29:48Z,2024-02-08T11:41:09Z,2,1,2,1,,1,2,1,4,3,,4,2,1,1,3,2,1,2,,,,,,1,1,2,1,2,3,1,2,2,3,,3,3,1,3,2,1,1,1,3,2,6,,,,,3,3,,,1,4,3,,,,3,3,3,3,2,2,,4,,2,,2,2,2,2,4,1,1,3,1,4,9,1,3,1,3,2,2,,4,1,1,4,1,1,1,1,5,1,,1,1,1,5,2,1,2,2,1.1416606730998367
202201020179,2024-02-08T06:58:05Z,2024-02-08T07:03:15Z,2,1,1,2,3,,3,3,3,3,3,,3,3,1,3,2,1,3,2,3,2,1,2,,,,,,4,3,3,3,,5,,2,3,3,2,3,2,3,,,,2,2,2,2,,,1,3,2,5,2,1,1,1,,,,1,2,2,,4,,3,,,,,,,,,2,1,2,3,2,3,1,2,3,2,,1,2,2,1,2,12,,3,3,3,2,2,3,1,8,2,1,1,2,0.25335000828431564
202201020213,2024-02-11T19:31:24Z,2024-02-11T19:37:07Z,2,1,2,6,,1,2,1,4,3,,4,3,99,1,3,2,2,3,,,,,,2,1,2,1,1,2,,2,2,2,,2,2,1,2,3,2,2,2,3,3,3,,,,,3,2,,,1,5,3,,,,1,1,1,1,2,2,,4,,3,,,,,,,1,1,2,1,2,3,2,3,2,1,5,2,,1,2,2,1,6,1,1,1,4,2,,2,4,1,3,4,1,2,1,0.3909515558554744
202201020214,2024-02-07T19:14:14Z,2024-02-07T19:21:26Z,2,1,2,3,,1,4,3,5,4,,3,3,1,1,2,1,1,2,,,,,,2,1,1,1,1,1,,3,4,5,,5,3,2,2,1,2,2,3,,,,,,,,2,2,,,2,5,2,,,,1,1,1,1,1,2,,5,,3,,,,,,,2,3,2,1,4,9,2,2,2,3,2,1,6,1,1,3,1,3,12,,3,6,3,1,1,2,3,1,4,2,1,1,0.4878868332959095
202201020229,2024-02-07T19:33:38Z,2024-02-07T19:39:24Z,2,1,2,1,,3,2,1,2,5,,5,2,1,2,1,1,1,1,,,,,,1,1,3,1,1,4,1,3,5,5,,4,3,1,1,1,1,2,3,,,,,,,,4,4,,,2,5,2,,,,1,1,1,1,2,2,,5,,3,,,,,,,1,1,2,1,4,9,2,3,1,1,6,1,6,1,1,3,1,1,1,2,1,4,1,,1,1,1,9,2,2,2,3,1.3187377630105352
202201020249,2024-02-10T18:49:07Z,2024-02-10T19:09:34Z,1,1,1,5,2,,2,1,2,3,3,,2,1,2,1,1,5,5,3,2,5,1,2,,,,,,1,,1,1,,5,,1,1,3,2,4,2,1,2,2,4,1,1,1,1,,,2,1,1,2,1,1,2,1,,,,2,2,2,,5,,3,,,,,,,,,2,1,4,8,2,4,2,3,2,2,,1,1,1,1,5,1,2,1,6,2,,2,3,1,2,3,2,2,2,0.5481716193916915
202201020272,2024-02-07T18:38:38Z,2024-02-07T18:51:54Z,2,1,1,1,2,,2,1,2,1,2,,3,1,1,1,1,1,1,1,2,2,1,3,,,,,,1,4,2,3,,3,,1,1,3,1,1,2,1,2,1,3,1,2,1,2,,,1,1,1,2,2,1,1,1,,,,1,1,1,1,4,2,1,1,,,,,4,,,1,1,2,3,1,3,2,2,3,2,,1,2,2,1,1,1,2,1,6,2,,2,3,1,8,3,1,1,2,0.39719671131046447
202201020285,2024-02-07T17:12:25Z,2024-02-07T17:18:13Z,2,1,2,6,,1,3,1,4,4,,4,3,3,1,2,2,1,2,,,,,,2,1,2,1,1,1,,3,1,3,,4,3,1,2,2,2,2,2,3,3,2,,,,,2,3,,,2,4,2,,,,1,1,1,1,2,2,,4,,2,,2,2,2,2,3,1,1,4,1,1,2,1,2,1,1,5,2,,1,2,2,1,6,9,,3,6,3,2,2,4,1,5,5,2,1,2,0.16790685470426167
202201020300,2024-02-08T20:27:01Z,2024-02-08T20:31:25Z,2,1,2,2,,1,1,1,1,1,,1,1,3,3,3,1,3,1,,,,,,1,1,1,1,1,1,1,1,1,,,1,4,1,1,1,1,1,3,,,,,,,,1,1,,,1,5,3,,,,3,3,3,3,3,,,,,3,,,,,,,2,3,2,1,3,5,3,2,1,3,2,2,,1,2,2,1,2,1,1,1,2,2,,2,3,1,3,3,2,1,2,0.6052928375698476
202201020416,2024-02-07T17:11:26Z,2024-02-07T17:16:01Z,2,1,1,6,4,,6,2,3,6,6,,3,3,2,1,3,1,3,3,3,3,3,3,,,,,,3,,3,3,,3,,4,4,3,4,3,1,2,2,3,3,3,2,2,2,,,2,3,2,3,3,3,3,3,,,,3,3,,,,,2,1,,,,,6,,,2,1,3,5,2,1,2,2,4,2,,1,1,1,1,6,12,,3,6,2,,2,3,1,6,3,3,2,99,3.9406442170191522
202201020451,2024-02-08T08:52:28Z,2024-02-08T09:38:11Z,1,1,2,2,,3,5,1,5,5,,5,3,1,2,3,1,1,3,,,,,,3,1,3,3,1,3,3,3,1,3,,3,3,3,3,3,3,2,1,1,2,3,,,,,3,3,,,2,3,2,,,,1,1,1,1,2,2,,4,,2,,2,1,2,2,3,1,1,2,1,2,3,1,2,2,3,2,1,2,1,2,3,1,2,1,1,1,6,1,,1,2,1,4,3,1,2,2,0.2745670823990926
202201020522,2024-02-07T17:30:00Z,2024-02-07T21:15:56Z,2,1,2,1,,1,1,1,3,3,,3,1,1,1,1,1,1,2,,,,,,3,3,3,3,1,2,1,1,2,3,,3,3,1,1,1,3,2,2,3,1,3,,,,,3,4,,,2,5,1,,,,2,1,1,2,1,2,,4,,1,,2,2,2,2,5,2,1,2,1,1,2,1,2,1,1,6,2,,2,1,1,4,1,10,,3,6,1,,1,1,3,5,2,1,2,2,1.3164977101951187
202201020540,2024-02-08T18:35:58Z,2024-02-10T21:23:49Z,1,1,2,1,,2,2,3,5,4,,4,2,1,2,1,1,3,3,,,,,,1,1,3,1,3,3,1,3,2,,,5,2,1,1,2,3,2,2,1,2,3,,,,,4,4,,,2,4,2,,,,1,1,1,1,3,,,,,3,,,,,,,2,3,3,1,2,4,1,2,2,1,5,2,,1,1,1,1,1,1,1,1,2,3,2,2,3,1,9,3,1,1,2,0.4397545758824768
202201020570,2024-02-07T17:11:32Z,2024-02-07T17:16:07Z,2,1,1,6,4,,4,3,4,5,3,,2,1,2,2,3,1,3,1,2,2,2,1,,,,,,3,,2,3,,3,,3,2,3,2,3,2,99,,,,2,2,1,2,,,2,3,1,5,2,3,3,3,,,,3,3,,,,,3,,,,,,,,,3,1,3,5,2,3,2,1,6,2,,4,2,2,3,6,1,1,1,6,3,2,2,3,1,2,3,1,2,1,0.5131423408104195
202201020594,2024-02-09T11:18:10Z,2024-02-09T11:32:32Z,2,1,1,1,2,,2,2,2,2,2,,2,3,3,3,2,1,3,3,3,3,3,3,,,,,,3,3,2,2,,3,,1,1,3,1,3,1,3,,,,2,3,2,3,,,1,1,1,5,2,1,1,1,,,,1,1,1,1,1,1,2,2,,,,,3,,,3,1,3,7,1,1,1,2,3,2,,3,2,2,4,1,12,,3,3,3,2,2,3,3,5,3,2,2,2,2.7912604935298466
202201020603,2024-02-08T12:04:45Z,2024-02-08T12:28:22Z,2,1,1,3,2,,1,1,4,2,2,,3,1,1,2,3,1,2,2,2,2,1,4,,,,,,2,,2,2,,3,,1,2,2,1,1,2,2,2,2,4,2,2,1,2,,,2,2,2,5,3,3,3,3,,,,3,2,2,,4,,2,2,,,,,4,,,3,1,2,3,2,3,1,1,6,2,,1,2,2,1,3,10,,3,5,3,2,2,4,1,4,4,2,1,2,0.09194652102338721
202201020643,2024-02-08T22:53:34Z,2024-02-08T22:57:01Z,2,1,2,6,,1,2,1,2,1,,2,2,1,1,1,1,1,1,,,,,,1,1,1,1,1,1,,2,5,4,,1,1,1,1,1,2,2,3,,,,,,,,4,4,,,2,4,2,,,,1,1,1,1,1,2,,2,,2,,1,1,1,2,3,2,3,3,1,4,9,1,1,1,1,6,2,,1,3,5,1,6,1,1,1,2,1,,1,1,1,2,2,1,1,1,1.0145165267388703
202201020687,2024-02-07T18:27:10Z,2024-02-07T18:35:48Z,1,1,2,1,,1,3,2,4,3,,2,2,1,3,99,1,3,4,,,,,,3,2,2,2,3,1,1,1,1,,,1,3,1,2,2,4,2,2,3,3,4,,,,,3,4,,,1,3,2,,,,1,1,1,1,2,2,,4,,1,,1,1,,2,3,1,1,2,1,3,5,2,2,2,2,3,2,,1,1,1,1,1,3,2,4,1,3,2,2,3,1,9,3,2,1,2,0.39574574700417997
202201020701,2024-02-07T17:20:32Z,2024-02-07T17:26:02Z,2,1,1,1,3,,2,1,2,3,1,,3,1,1,1,2,1,3,4,4,4,3,1,,,,,,2,2,2,2,,3,,2,3,2,3,3,2,2,1,2,3,3,3,3,3,,,2,2,2,2,3,1,1,1,,,,1,2,2,,4,,2,1,,,,,4,,,2,1,2,3,3,3,1,3,2,2,,1,1,1,1,1,1,2,1,1,4,99,9,9,3,4,3,1,1,2,1.8912348023379404
202201020713,2024-02-08T10:19:08Z,2024-02-08T10:28:59Z,2,1,1,6,4,,4,1,5,5,3,,2,1,1,2,1,1,2,3,3,4,2,5,,,,,,2,,3,3,,4,,3,1,2,2,2,2,2,1,2,3,2,2,2,3,,,2,3,2,4,2,1,1,1,,,,1,2,1,2,4,3,2,2,,,,,3,,,1,1,4,9,2,2,1,2,3,2,,1,1,1,1,6,10,,3,6,2,,2,4,1,4,5,1,2,2,0.48884980692561175
202201020753,2024-02-08T10:38:16Z,2024-02-08T10:48:54Z,2,1,1,2,1,,1,1,3,3,2,,3,1,3,3,1,1,2,1,3,1,1,1,,,,,,3,2,3,5,,5,,2,1,1,1,1,1,1,3,3,3,2,2,3,3,,,2,2,2,2,3,1,3,3,,,,3,2,1,2,5,3,2,1,,,,,3,,,2,1,2,3,2,1,1,3,2,2,,1,2,2,1,2,10,,3,5,4,1,1,1,2,2,2,1,2,2,5.45607909438299
202201020805,2024-02-07T17:13:20Z,2024-02-07T18:03:39Z,1,1,2,1,,2,3,1,4,2,,3,3,3,3,3,2,1,1,,,,,,2,2,2,1,1,2,3,2,5,4,,3,1,1,2,3,3,2,1,3,3,3,,,,,3,4,,,2,3,2,,,,1,1,1,1,1,2,,3,,1,,2,1,1,2,6,2,2,3,1,1,1,2,2,1,1,6,2,,2,2,2,4,1,1,1,1,2,2,,2,3,3,7,3,1,2,2,0.5884114733612865
202201020891,2024-02-07T17:14:37Z,2024-02-07T17:21:52Z,2,1,1,3,3,,4,1,4,4,4,,2,1,2,2,2,5,4,3,1,5,3,3,,,,,,5,,5,5,,5,,4,4,4,4,4,1,1,1,3,6,2,3,2,3,,,2,3,1,5,3,3,3,3,,,,1,2,2,,5,,3,,,,,,,,,2,1,1,2,2,4,1,3,2,2,,1,1,1,1,3,2,2,2,6,1,,1,1,1,3,2,2,2,1,0.7475703744798917
202201020914,2024-02-08T13:03:34Z,2024-02-08T13:17:25Z,1,1,2,6,,3,2,1,5,4,,3,2,1,1,99,2,3,4,,,,,,2,2,4,4,2,4,,4,4,,,4,1,1,1,3,4,1,2,3,3,4,,,,,2,1,,,1,5,2,,,,1,1,1,2,2,2,,4,,2,,2,2,,2,5,1,3,4,1,3,5,2,2,1,1,5,2,,1,4,4,1,6,6,,4,5,3,2,2,3,2,2,3,2,2,1,0.426838003706394
202201020989,2024-02-07T18:08:19Z,2024-02-07T18:14:42Z,2,1,2,1,,2,2,1,2,3,,3,2,1,1,3,2,3,2,,,,,,2,2,3,2,1,2,2,2,1,,,2,3,1,2,2,2,2,1,1,2,2,,,,,2,3,,,2,5,2,,,,1,1,1,1,2,2,,5,,2,,2,2,,2,5,1,1,2,1,2,3,2,3,2,2,3,2,,1,1,1,1,1,1,2,1,5,3,2,2,3,1,9,3,2,2,3,0.500770259006732
202201021023,2024-02-08T06:33:17Z,2024-02-08T06:45:17Z,2,1,1,1,1,,6,1,6,6,6,,3,1,1,3,2,5,2,3,3,3,3,3,,,,,,3,1,3,4,,4,,4,3,4,1,4,1,2,3,3,6,1,1,1,1,,,1,1,1,5,2,1,1,2,,,,1,2,2,,5,,2,2,,,,,5,,,2,1,2,3,1,4,2,3,2,2,,1,2,2,1,1,2,2,2,4,2,,2,3,1,5,1,1,2,2,0.5456736671552349
202201021088,2024-02-08T00:42:24Z,2024-02-08T00:47:45Z,1,1,2,1,,6,1,1,3,1,,4,2,1,2,1,1,1,3,,,,,,3,1,3,2,1,1,1,1,4,1,,1,2,1,1,1,4,1,2,3,3,4,,,,,4,4,,,2,5,2,,,,1,2,1,1,2,2,,4,,2,,1,2,2,2,5,2,3,1,1,3,5,2,2,1,1,6,1,3,1,1,3,1,1,1,1,1,1,1,,1,1,1,7,1,1,1,2,0.6959805813780491
202201021166,2024-02-09T09:27:55Z,2024-02-09T09:38:47Z,2,1,2,4,,2,3,2,4,3,,4,3,2,3,2,2,1,3,,,,,,2,2,3,2,2,3,,3,3,3,,4,2,2,2,2,2,2,3,,,,,,,,1,2,,,2,2,2,,,,1,1,1,1,2,2,,4,,2,,1,2,1,2,4,2,3,2,1,3,5,1,3,2,3,2,2,,1,2,2,1,4,1,2,1,5,2,,2,3,1,6,3,2,1,2,0.3526972146971611
202201021175,2024-02-07T17:14:51Z,2024-02-07T17:28:51Z,2,1,2,6,,3,4,2,5,3,,5,2,1,1,3,4,1,1,,,,,,2,1,3,2,1,1,,3,1,5,,1,3,1,4,1,5,1,3,,,,,,,,3,4,,,2,4,1,,,,2,1,1,2,2,2,,5,,3,,,,,,,2,3,3,1,3,5,1,2,2,2,3,2,,1,2,2,1,6,1,2,1,4,3,2,2,4,3,8,5,1,1,2,0.4756765918697587
202201021194,2024-02-08T01:17:30Z,2024-02-08T01:38:34Z,2,1,1,3,1,,1,1,1,2,2,,1,1,1,1,1,5,3,1,2,2,2,1,,,,,,2,,3,1,,2,,1,1,2,1,3,2,1,1,2,2,1,2,2,2,,,2,1,1,5,1,3,3,1,,,,3,3,,,,,2,2,,,,,4,,,2,1,3,6,2,4,2,1,5,2,,1,2,2,1,3,1,1,1,1,99,99,9,9,1,4,3,2,1,2,0.36768618234924283
202201021209,2024-02-09T20:17:21Z,2024-02-09T20:24:52Z,2,1,1,6,6,,6,6,6,6,6,,3,1,1,2,2,2,1,1,3,1,1,3,,,,,,3,,1,1,,4,,1,1,1,1,1,2,1,1,2,2,1,1,1,1,,,1,1,2,3,3,3,3,3,,,,2,2,2,,5,,3,,,,,,,,,2,1,2,3,3,3,2,2,3,2,,1,2,2,1,6,1,2,1,6,2,,2,3,2,1,3,2,2,1,0.34305104437267814
202201021222,2024-02-08T01:17:31Z,2024-02-08T01:23:52Z,2,1,2,1,,1,1,1,4,2,,4,2,1,1,3,1,1,1,,,,,,2,2,2,2,1,4,1,4,1,4,,3,2,4,4,4,1,2,1,1,2,4,,,,,3,2,,,2,1,2,,,,1,1,1,1,1,1,1,3,3,2,,2,2,2,2,4,2,3,3,1,2,4,1,2,1,3,1,2,,1,2,2,1,1,1,1,1,5,1,,1,1,1,1,2,1,2,1,0.5728393572428443
202201021231,2024-02-07T17:18:13Z,2024-02-07T17:32:10Z,1,1,1,6,1,,2,1,4,3,2,,2,3,3,1,2,1,1,2,1,2,2,3,,,,,,1,,3,1,,4,,3,1,4,3,2,1,1,1,3,4,3,3,3,3,,,1,4,2,4,2,1,3,3,,,,3,1,1,2,4,2,1,1,,,,,4,,,1,1,4,8,2,2,1,1,5,2,,1,1,1,1,6,1,1,1,4,4,2,2,3,1,9,3,1,1,3,0.37332312738141327
202201021280,2024-02-07T18:50:48Z,2024-02-09T11:38:08Z,2,1,2,2,,1,2,1,4,3,,4,2,1,1,3,2,1,1,,,,,,3,2,2,1,1,2,3,4,3,5,,1,2,1,2,2,1,2,1,1,2,2,,,,,4,4,,,2,2,1,,,,1,1,1,1,1,2,,3,,1,,1,2,2,2,4,2,3,2,1,2,3,2,1,2,1,5,1,3,1,1,3,1,2,5,,4,3,2,,2,3,1,7,3,1,1,2,0.3925893281627881
202201021282,2024-02-08T01:48:22Z,2024-02-08T01:56:59Z,1,1,1,4,3,,3,2,5,4,6,,2,1,3,3,2,5,4,3,1,5,1,4,,,,,,3,,3,3,,3,,3,2,3,2,3,2,1,3,3,4,2,2,2,2,,,2,2,99,2,3,3,3,3,,,,3,1,99,,4,,2,1,,,,,6,,,2,1,1,2,1,4,1,2,3,2,,1,2,2,1,4,12,,3,6,4,99,9,9,1,1,3,1,2,1,0.14777435716274812
202201021344,2024-02-09T15:11:37Z,2024-02-09T15:23:11Z,2,1,1,1,1,,1,1,1,1,2,,3,1,1,3,2,4,2,1,3,2,2,2,,,,,,2,1,1,3,,3,,3,2,1,3,2,1,2,3,3,3,1,1,1,1,,,3,,1,5,2,1,1,1,,,,1,1,2,,4,,3,,,,,,,,,2,1,2,3,1,3,1,3,2,2,,1,2,2,1,1,1,1,1,2,2,,2,3,3,2,3,2,1,1,1.1559410018849643
202201021370,2024-02-09T20:17:44Z,2024-02-09T20:33:33Z,2,1,2,3,,1,3,6,5,3,,4,2,1,1,2,2,1,4,,,,,,4,1,5,1,1,5,,5,2,5,,5,3,2,1,2,3,1,2,3,3,6,,,,,3,3,,,1,5,2,,,,1,1,1,1,2,2,,5,,2,,2,2,2,2,5,1,1,1,2,3,6,3,3,1,2,3,2,,1,2,2,1,3,1,1,1,5,3,2,2,3,1,4,3,2,2,2,0.2540458410532852
202201021385,2024-02-07T17:16:53Z,2024-02-07T17:27:13Z,2,1,2,6,,2,4,2,4,4,,4,2,1,1,2,1,1,3,,,,,,2,2,2,2,1,3,,3,2,3,,4,2,1,2,2,2,1,1,1,1,2,,,,,2,3,,,2,5,2,,,,1,1,1,1,2,2,,5,,2,,2,2,2,2,5,2,3,2,2,3,5,3,2,1,2,4,2,,1,1,1,1,6,9,,3,6,2,,2,4,1,9,5,2,1,3,0.22787651377579637
202201021463,2024-02-07T17:35:35Z,2024-02-07T17:38:28Z,2,1,1,1,2,,2,2,4,3,3,,1,2,2,2,2,1,1,2,4,3,3,4,,,,,,2,1,3,99,,4,,2,4,4,2,3,1,2,2,2,4,2,2,2,2,,,2,3,1,4,1,2,1,1,,,,2,1,1,2,3,2,2,2,,,,,2,,,4,1,3,7,2,1,1,1,5,2,,1,2,2,1,1,1,1,1,2,2,,2,3,1,5,3,1,1,2,0.4226260611962659
202201021495,2024-02-07T17:11:35Z,2024-02-07T17:18:56Z,2,1,2,3,,3,3,2,3,4,,4,3,1,99,3,2,4,1,,,,,,2,1,4,1,1,1,,2,2,,,4,4,1,1,1,5,1,1,1,2,4,,,,,4,2,,,2,5,3,,,,1,1,1,1,3,,,,,3,,,,,,,1,1,3,1,1,1,2,3,2,3,2,2,,4,2,2,4,3,12,,3,6,3,2,2,3,1,1,3,1,2,1,0.24880137860821908
202201021500,2024-02-07T17:37:29Z,2024-02-07T19:14:14Z,1,1,1,1,6,,6,2,2,3,2,,3,1,1,2,2,5,3,3,4,5,1,3,,,,,,4,3,3,3,,5,,1,2,2,1,2,2,3,,,,1,1,1,1,,,2,2,1,5,2,1,1,1,,,,1,2,2,,5,,3,,,,,,,,,2,1,3,5,2,4,1,1,5,2,,1,2,2,1,1,1,2,1,4,2,,2,4,1,99,4,1,2,99,0.1645289861351619
202201021607,2024-02-07T18:06:52Z,2024-02-07T18:17:20Z,2,1,2,1,,6,6,6,5,6,,6,3,1,99,99,2,2,3,,,,,,1,1,3,2,2,1,1,2,4,3,,3,3,3,3,3,5,2,3,,,,,,,,2,3,,,2,4,3,,,,1,1,1,1,2,2,,5,,2,,2,2,2,2,5,2,3,3,1,4,9,2,2,2,2,3,2,,1,99,99,1,1,11,,4,6,4,2,2,4,1,99,4,2,1,99,0.3051770108197657
202201021675,2024-02-09T08:42:24Z,2024-02-09T08:58:23Z,1,1,1,2,2,,2,1,3,2,3,,2,1,1,2,2,1,3,3,3,3,2,3,,,,,,3,2,2,3,,4,,1,2,2,3,4,2,2,1,2,3,1,2,2,2,,,2,3,1,2,2,1,1,1,,,,2,1,1,1,3,3,2,2,,,,,4,,,1,1,1,2,2,4,1,1,6,2,,1,1,1,1,2,1,2,1,4,3,2,2,4,3,9,4,2,2,3,0.5777681957192535
202201021677,2024-02-09T13:32:40Z,2024-02-09T13:33:58Z,2,1,1,3,3,,2,1,2,4,3,,1,2,99,3,2,2,2,3,3,4,1,4,,,,,,1,,1,2,,3,,1,1,1,2,2,1,1,1,1,2,2,1,1,1,,,2,2,1,2,1,1,3,2,,,,2,1,2,,2,,1,1,,,,,2,,,3,1,3,5,1,2,2,3,1,1,2,1,3,3,1,3,2,1,2,3,2,,2,4,3,4,4,2,1,2,1.1363463192087206
202201021811,2024-02-07T18:56:40Z,2024-02-07T19:05:31Z,2,1,1,3,2,,2,2,4,3,2,,2,1,1,3,2,5,2,2,2,5,2,2,,,,,,2,,3,1,,4,,1,1,1,1,2,2,1,1,2,3,2,3,3,3,,,2,2,1,5,2,1,2,1,,,,1,2,2,,5,,1,2,,,,,4,,,3,1,3,5,1,4,2,1,6,2,,1,1,1,1,3,2,2,2,2,2,,2,4,1,3,4,2,1,2,0.3826416910632177
202201021934,2024-02-07T20:16:22Z,2024-02-07T20:21:31Z,2,1,1,6,1,,1,1,1,5,3,,2,1,1,3,2,1,1,1,1,1,1,1,,,,,,1,,1,1,,1,,1,1,1,1,1,1,2,3,3,6,1,2,1,1,,,3,,2,2,2,1,1,1,,,,1,2,2,,5,,3,,,,,,,,,3,1,1,2,2,2,2,2,3,2,,1,2,2,1,6,1,2,1,2,2,,2,3,1,1,3,1,2,1,0.6068441358922102
202201021943,2024-02-07T17:15:18Z,2024-02-07T17:21:34Z,2,1,2,3,,3,2,6,6,6,,4,2,1,1,3,3,3,4,,,,,,3,3,4,2,2,4,,4,4,,,3,3,2,3,2,2,2,3,,,,,,,,2,2,,,2,5,3,,,,3,3,3,3,3,,,,,3,,,,,,,2,3,3,1,2,3,1,2,2,2,3,2,,1,2,2,1,3,1,2,1,4,2,,2,3,2,1,3,1,2,1,0.5580423356332991
202201021945,2024-02-11T22:21:48Z,2024-02-11T22:29:45Z,1,1,2,2,,2,2,1,3,3,,2,2,1,3,3,2,4,2,,,,,,3,2,3,2,2,3,1,2,2,,,5,2,1,2,1,2,2,1,2,2,3,,,,,3,3,,,2,5,1,,,,2,2,2,2,2,2,,4,,1,,1,1,,2,2,1,1,2,1,3,5,2,2,2,2,3,2,,1,1,1,1,2,10,,3,6,3,2,2,4,2,7,4,1,2,2,0.6557630825948253
202201021981,2024-02-07T17:20:50Z,2024-02-07T17:27:55Z,1,1,2,1,,2,4,3,5,4,,4,2,1,3,2,3,1,2,,,,,,1,1,3,1,1,2,2,3,2,2,,4,1,1,1,1,1,2,1,3,3,5,,,,,3,3,,,2,5,2,,,,1,1,1,1,2,2,,5,,3,,,,,,,1,1,2,1,3,7,1,2,2,1,5,1,1,1,1,3,1,1,2,2,2,4,2,,2,4,1,6,4,1,1,2,0.3866262822137676
202201022008,2024-02-08T11:07:48Z,2024-02-08T11:14:50Z,2,1,1,1,2,,2,2,3,4,2,,2,1,1,1,1,5,1,2,1,4,1,1,,,,,,1,1,1,2,,2,,2,2,2,2,1,2,2,2,2,4,1,2,1,2,,,2,1,1,5,2,1,1,1,,,,1,2,2,,4,,3,,,,,,,,,3,1,3,6,1,4,2,1,5,2,,1,2,2,1,1,1,1,1,2,2,,2,3,1,6,3,2,1,2,0.3873017851571561
202201022094,2024-02-07T17:55:38Z,2024-02-07T18:11:02Z,1,1,1,6,2,,3,2,3,2,2,,1,1,1,2,3,4,2,1,2,2,2,3,,,,,,3,,2,2,,4,,1,1,1,1,1,2,2,1,1,2,1,1,2,2,,,2,1,2,5,3,1,1,1,,,,1,2,2,,5,,2,2,,,,,5,,,2,1,1,2,1,3,2,2,3,2,,1,2,2,1,6,12,,3,5,2,,2,3,1,1,3,5,2,1,0.66477233080667
202201022210,2024-02-07T19:30:52Z,2024-02-07T19:43:08Z,1,1,1,3,2,,1,1,3,1,2,,2,1,1,2,2,5,5,2,3,5,2,2,,,,,,3,,2,2,,4,,3,1,2,2,4,2,1,1,2,3,2,2,2,2,,,1,2,1,3,2,1,1,1,,,,1,1,2,,4,,2,2,,,,,6,,,3,1,3,5,2,4,1,1,5,2,,1,2,2,1,3,2,2,2,2,3,99,9,9,1,99,3,2,1,99,0.18174346938608066
202201022315,2024-02-08T10:48:14Z,2024-02-09T19:00:06Z,2,1,2,6,,2,6,6,3,6,,2,1,1,1,2,2,2,2,,,,,,1,2,2,1,1,2,,2,4,4,,3,2,1,1,1,2,1,2,1,2,6,,,,,3,3,,,1,3,2,,,,1,1,1,1,2,1,2,4,2,1,,2,1,1,2,6,2,3,2,1,3,5,1,1,2,2,4,2,,2,2,2,4,6,1,1,1,4,4,1,1,1,3,1,1,1,1,1,2.1999990540362435
202201022339,2024-02-09T11:29:21Z,2024-02-09T11:42:24Z,2,1,2,4,,3,3,3,3,3,,3,2,1,1,1,1,1,5,,,,,,1,1,2,1,1,2,,2,2,2,,2,1,3,1,1,3,2,2,1,2,2,,,,,3,3,,,2,2,1,,,,2,1,1,2,2,1,1,4,3,3,,,,,,,2,3,2,1,2,4,1,3,2,2,4,2,,1,2,2,1,4,1,1,1,1,3,1,1,2,1,1,3,1,1,1,0.3634912668033839
